Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,x0,x1
0.17829318488402213,0.1920161694999371,0.15422899914142446,0.18679819441241247,0.1809120074588602,-0.2929292929292928,-1.0
0.18344785962262447,0.1996395351767904,0.18538304289201937,0.21549967179180846,0.19659756401940223,-0.2727272727272727,-1.0
0.21332639038019957,0.20254009636373002,0.20074347579360027,0.22013064298003548,0.22433071914444447,-0.2525252525252525,-1.0
0.244021645430748,0.22742372127436525,0.23866340324922397,0.22466159011699893,0.22655486759687293,-0.23232323232323226,-1.0
0.25128198951444236,0.2492850736301593,0.24254240558066,0.2518266668959183,0.2594768708431579,-0.21212121212121204,-1.0
0.2582915070817864,0.25707478063546846,0.24397700814705003,0.24877187688694027,0.2571513323937362,-0.19191919191919182,-1.0
0.26750463675891517,0.28409104378045763,0.28284768092246526,0.2814801242294657,0.27160361222698143,-0.1717171717171716,-1.0
0.2848151008710409,0.27360577726291163,0.2887239762140818,0.2788120808576346,0.2932940656960778,-0.1515151515151515,-1.0
0.3247642926582446,0.32515159330777177,0.2904083362784325,0.307746145641668,0.3113941313714606,-0.13131313131313127,-1.0
0.3234625250193936,0.33763122757736747,0.31698795105479133,0.32164740108575174,0.32565057153610033,-0.11111111111111105,-1.0
0.3311778841898058,0.3341910672702609,0.3316618968586169,0.34556870679179297,0.350467474489379,-0.09090909090909083,-1.0
0.3534497839603525,0.357654036909415,0.3428018061360548,0.3485109894423931,0.3629340589019307,-0.07070707070707061,-1.0
0.38586054918329826,0.36533770373719177,0.36515513597212,0.37687802371663026,0.36980240179972074,-0.050505050505050386,-1.0
0.3786319287141386,0.3691389862991745,0.3549477615135562,0.3754628864045389,0.37406697659795674,-0.030303030303030276,-1.0
0.39536589092104646,0.3900709620080556,0.3865162411755117,0.39755914684527843,0.38818771636090116,-0.010101010101010055,-1.0
0.4030927659630252,0.41009472162897387,0.41022289718233185,0.40795708559100846,0.41422504294268475,0.010101010101010166,-1.0
0.4065486058079234,0.40626017909770507,0.4185990826824001,0.39166234560487306,0.4122836455013686,0.030303030303030498,-1.0
0.40766484677594117,0.41533333452537263,0.4301719037555125,0.41946550362126833,0.40598229742236513,0.05050505050505061,-1.0
0.42361746244776816,0.4263661820429571,0.43830479622508584,0.4274701701860555,0.4202152373514151,0.07070707070707072,-1.0
0.43201482563858,0.4384387312730935,0.4489791992922532,0.42631636872675843,0.4283286356400137,0.09090909090909105,-1.0
0.44591193439135257,0.4528294947822493,0.428862695635527,0.44183980962310243,0.4515677501832874,0.11111111111111116,-1.0
0.4533103827422657,0.438573755551727,0.4533788826740925,0.43036520533156497,0.44384890875527916,0.1313131313131315,-1.0
0.4580298036340381,0.45380274524783687,0.4301098875315814,0.45428063505050675,0.47131985055820524,0.1515151515151516,-1.0
0.4542931435944589,0.4535984304045531,0.4454084193018441,0.45653505888729995,0.45800346504452055,0.1717171717171717,-1.0
0.4619304240685348,0.4344928885645925,0.43393429199176936,0.4560834678553098,0.4543270806791294,0.19191919191919204,-1.0
0.44610890854695406,0.44945972313539373,0.46413436307938316,0.4784187295714191,0.4492958487666357,0.21212121212121215,-1.0
0.4657020828324537,0.45185011229575334,0.46651077947454567,0.4566968352456017,0.4628951943769125,0.2323232323232325,-1.0
0.45678974332228145,0.45126474272116535,0.4496862983265189,0.45233515512360806,0.44925333369546067,0.2525252525252526,-1.0
0.44615815548568977,0.4523991181705867,0.46688553415077627,0.44181643683902455,0.4408978493025457,0.27272727272727293,-1.0
0.4505245400952029,0.42523612814254075,0.4388920835267108,0.448610770732628,0.4513206858071368,0.29292929292929304,-1.0
0.44044039545298175,0.4416586678146093,0.4427022812368425,0.43157834457216987,0.44132369575025393,0.31313131313131315,-1.0
0.4471651241461444,0.4290720744983497,0.43737828729925493,0.44856701644488917,0.44773943752987555,0.3333333333333335,-1.0
0.4448396519065884,0.41524709347498023,0.4189995310030012,0.4231650384126216,0.428905550554878,0.3535353535353536,-1.0
0.4444781286705554,0.4278653389053273,0.4270018407180246,0.4242070699749398,0.39402549493899824,0.3737373737373739,-1.0
0.40087899725431336,0.42219675636984677,0.4342337452131997,0.43474479077252004,0.42273762465099457,0.39393939393939403,-1.0
0.3919215165534543,0.39983015192982985,0.39611334586166935,0.4180045302143367,0.3875852457682776,0.41414141414141437,-1.0
0.39219392559282784,0.40566314703800577,0.4062319686807005,0.39966518580796395,0.4126261456763827,0.4343434343434345,-1.0
0.3891356724665761,0.3837201369544469,0.3859902332531049,0.4013345027425957,0.40574894915793847,0.4545454545454546,-1.0
0.3860811252792012,0.37798432615950034,0.39501570910097633,0.3767738490135099,0.3730491222089907,0.4747474747474749,-1.0
0.3698166298133809,0.3556728908710043,0.37149816381697015,0.3746126198338952,0.3550132612398109,0.49494949494949503,-1.0
0.3354073015752619,0.3714741842974587,0.36239147773213254,0.35582021335258185,0.34165857348681933,0.5151515151515154,-1.0
0.34123761711488415,0.31770516267733295,0.35073129004712505,0.33524527587382325,0.3530262034536861,0.5353535353535355,-1.0
0.34102521497289096,0.3318309423179119,0.3352363356140768,0.33704818185940305,0.3307242867706138,0.5555555555555556,-1.0
0.3233422310056268,0.3279924797024529,0.30708364862557624,0.33038778428245186,0.31505768431776165,0.5757575757575759,-1.0
0.31688142818326165,0.2889266509189153,0.3231779454575895,0.305800297657889,0.30682711936767887,0.595959595959596,-1.0
0.2952554481155395,0.2955840368945193,0.28377203941612295,0.28650751070614494,0.31836387641762026,0.6161616161616164,-1.0
0.28375731297902457,0.28499270701479495,0.2881505255923835,0.2804829329768472,0.289234086939202,0.6363636363636365,-1.0
0.2760542645545561,0.2824356806990431,0.28032942152221424,0.25039089790480323,0.28164592014499784,0.6565656565656568,-1.0
0.26691611669078674,0.27529772942467456,0.25443647749168125,0.2567387633037931,0.2705846761299343,0.6767676767676769,-1.0
0.2536904244500568,0.2476685045554097,0.2531580593898244,0.2409545263457517,0.26189163858066855,0.696969696969697,-1.0
0.24211137311120798,0.22707609998777475,0.2526001095161498,0.261145337319056,0.2515348010400072,0.7171717171717173,-1.0
0.22380263857237453,0.24418161567453608,0.23026821673455256,0.22486050846713587,0.22340459696530507,0.7373737373737375,-1.0
0.2242935448170251,0.2326967632843788,0.2116313327752864,0.2050886164478892,0.2183660289295795,0.7575757575757578,-1.0
0.21220610461645792,0.20636783842500975,0.18183051438861642,0.21969630969587467,0.20338028882058667,0.7777777777777779,-1.0
0.2132485825232732,0.2054626283850315,0.1922353384184279,0.20020163817566647,0.1948421111611033,0.7979797979797982,-1.0
0.20543287936578164,0.19726236290803353,0.18753291318190782,0.19392973063366042,0.20485877794111326,0.8181818181818183,-1.0
0.18733124080937733,0.19114243104896245,0.18031550295665313,0.18736613866688967,0.1804621211625929,0.8383838383838385,-1.0
0.17432447908724902,0.18011940837729126,0.168477366785878,0.18017046347289634,0.1772858149763187,0.8585858585858588,-1.0
0.16485892338138133,0.18531318987253725,0.17501917979705556,0.1675017782908608,0.16431796403586532,0.8787878787878789,-1.0
0.16922506557584593,0.14761052699135913,0.15924303783027774,0.17453710800771405,0.15905609432477363,0.8989898989898992,-1.0
0.16008068605014647,0.16971552490056818,0.15821274202785482,0.16453976199176543,0.16718966480205769,0.9191919191919193,-1.0
0.15075239508024718,0.15799565153810796,0.160981647834213,0.14923274663659342,0.1497366319209719,0.9393939393939394,-1.0
0.15006566004461394,0.1474583387888227,0.14107531978967267,0.14791504538008463,0.1448084896091993,0.9595959595959598,-1.0
0.13940811887966956,0.15734344230410038,0.14260606657395533,0.1361644413250477,0.15054370392866515,0.9797979797979799,-1.0
0.14908760177868177,0.11867124952795996,0.16368877485852878,0.1449159281921408,0.14711215471292993,1.0,-1.0
-0.10453085481725018,-0.08844435426198247,-0.091316711943285,-0.09267709805641473,-0.09213534299632385,-1.0,-0.9797979797979798
-0.08531824641570408,-0.09370254298772313,-0.11049868978297692,-0.09105579115353821,-0.09585567893910339,-0.9797979797979798,-0.9797979797979798
-0.0909473234383962,-0.10631357259307403,-0.09577964923815992,-0.08883483356056524,-0.11251964846107466,-0.9595959595959596,-0.9797979797979798
-0.08636674083642211,-0.08797160052222586,-0.0866576708858468,-0.09356821201553535,-0.08599956130289776,-0.9393939393939394,-0.9797979797979798
-0.10045785403805958,-0.09254959996866231,-0.0771740251361176,-0.07371999310991062,-0.08452544343364658,-0.9191919191919192,-0.9797979797979798
-0.08488986190462616,-0.06073073755456734,-0.08509382228840294,-0.08865550300707488,-0.07640231013956675,-0.898989898989899,-0.9797979797979798
-0.07610283418677577,-0.06515507146909028,-0.08881422014128956,-0.08320772788035077,-0.09197308486652132,-0.8787878787878788,-0.9797979797979798
-0.08979906616513796,-0.07585516142290752,-0.08756732658399191,-0.0836238585434115,-0.055053983805508695,-0.8585858585858586,-0.9797979797979798
-0.07948420390777997,-0.08401455726201051,-0.07037139899790465,-0.07600938113824365,-0.08914587999577647,-0.8383838383838383,-0.9797979797979798
-0.07283766989993566,-0.07899796131265932,-0.07003321162662819,-0.07556905714127303,-0.06589428275997125,-0.8181818181818181,-0.9797979797979798
-0.08299242933924975,-0.07251175242060005,-0.07442773538476369,-0.048939462881217685,-0.06880170389575929,-0.797979797979798,-0.9797979797979798
-0.06193494087183068,-0.07068887985463157,-0.06697725145661072,-0.06082806766172616,-0.06995786124736554,-0.7777777777777778,-0.9797979797979798
-0.052148799724896965,-0.06963286688145232,-0.06477238635204878,-0.07744005508933073,-0.052449082589180906,-0.7575757575757576,-0.9797979797979798
-0.06439757674618371,-0.06171214009255829,-0.04855584075546934,-0.06014128113016895,-0.05861671854998052,-0.7373737373737373,-0.9797979797979798
-0.047125738337376405,-0.05339299304652486,-0.05753080489715614,-0.06479347342637572,-0.07398741633345651,-0.7171717171717171,-0.9797979797979798
-0.05818764814319771,-0.05023365296814926,-0.040200669278137244,-0.03626582407314127,-0.05673759852792512,-0.696969696969697,-0.9797979797979798
-0.03945813578878829,-0.046057080195491665,-0.030555991191280694,-0.025325248372399987,-0.03449459998026458,-0.6767676767676767,-0.9797979797979798
-0.04877626252506176,-0.041907458223267004,-0.0277560457169457,-0.0371289680721482,-0.010238882860666116,-0.6565656565656566,-0.9797979797979798
-0.01446180978544605,-0.00017160450900608956,-0.03401838537452054,-0.01954066058667613,-0.040488578882562784,-0.6363636363636364,-0.9797979797979798
-0.014125057141785914,-0.03294579499915305,-0.004764137954931812,-0.02031562815074816,-0.018383515698431118,-0.6161616161616161,-0.9797979797979798
-0.010451539981359486,-0.020419517727822366,-0.01698749721601322,-0.006124788765318282,0.0043019650125840515,-0.5959595959595959,-0.9797979797979798
-0.009376856639619992,0.0026987165618676664,0.002639110296472357,0.015698744603313,0.004443462743490134,-0.5757575757575757,-0.9797979797979798
0.02028515187751463,0.004311791875161628,1.4244639952145158e-05,0.004053112999282579,0.0037913841351411674,-0.5555555555555556,-0.9797979797979798
0.037001320690707384,0.02156855027681884,-0.00011079930825090567,0.004998934972906887,0.003111057707175572,-0.5353535353535352,-0.9797979797979798
0.009155481000100486,0.03572709959491816,0.02999280230702621,0.03491804353413516,0.009923786664497804,-0.5151515151515151,-0.9797979797979798
0.051131215800279524,0.05139571212899952,0.04163992714269957,0.0439351718202262,0.031290517622620515,-0.4949494949494949,-0.9797979797979798
0.06671061452062625,0.05795375548128599,0.049659697383537794,0.057172121904146535,0.046750011679286246,-0.4747474747474747,-0.9797979797979798
0.06610343143840058,0.05278570464146991,0.06548399944508425,0.07298786416138037,0.04023213318822103,-0.4545454545454545,-0.9797979797979798
0.06363192587065795,0.0867160390076263,0.069140497310945,0.0688131219033366,0.058687855785587925,-0.43434343434343425,-0.9797979797979798
0.09775147477166062,0.07146884431346284,0.08174337322163282,0.06945787438515402,0.0921545062493028,-0.41414141414141414,-0.9797979797979798
0.10136678656954179,0.1020317766200221,0.10149508860410415,0.11358505325827344,0.09908606620994553,-0.3939393939393939,-0.9797979797979798
0.11172400862471736,0.11278147296343234,0.1368559829953156,0.11367671178002564,0.1102149089985374,-0.3737373737373737,-0.9797979797979798
0.12053612123556154,0.12222871222892684,0.1409848480047444,0.12076269798391356,0.12876151094020932,-0.3535353535353535,-0.9797979797979798
0.15385130224127258,0.1542625924887872,0.1431460097405348,0.13666302446051493,0.14021967967044738,-0.33333333333333326,-0.9797979797979798
0.17216121830961922,0.16240058391262993,0.16982028169889998,0.1755168829658249,0.17350831172959547,-0.31313131313131304,-0.9797979797979798
0.17419857115144222,0.1906324257419325,0.17565023184380804,0.182242211581174,0.19683341911042773,-0.2929292929292928,-0.9797979797979798
0.2020832352118932,0.1820528170629328,0.19230486396977645,0.19990649218776532,0.21761362712772708,-0.2727272727272727,-0.9797979797979798
0.20204445361935977,0.221950986434012,0.22208070759823795,0.22199173622492088,0.22058584611352933,-0.2525252525252525,-0.9797979797979798
0.2382030371032609,0.23516382826821566,0.2249317803329911,0.2234154173333208,0.23765595270664444,-0.23232323232323226,-0.9797979797979798
0.24734854716965535,0.24814791593847893,0.23012652784356794,0.23563172827834208,0.2615138289821475,-0.21212121212121204,-0.9797979797979798
0.2616306131689917,0.24930820537657986,0.2544313638823219,0.2549667980867987,0.280880799030442,-0.19191919191919182,-0.9797979797979798
0.27891881908462335,0.27741853662621657,0.2808204298719349,0.2688905316659651,0.2945883266542462,-0.1717171717171716,-0.9797979797979798
0.3048027043562309,0.2806470966735281,0.29739392099733325,0.29320288480191,0.3082366768416157,-0.1515151515151515,-0.9797979797979798
0.31944480195744945,0.2911141662013499,0.3243568507403848,0.30303092823686945,0.3055941605626333,-0.13131313131313127,-0.9797979797979798
0.33262480801512145,0.3601276087827084,0.3201698967964202,0.32771650690138754,0.31133316973271197,-0.11111111111111105,-0.9797979797979798
0.34357528468803383,0.3519068857884627,0.34951292994626104,0.33738978116255414,0.3509698007099274,-0.09090909090909083,-0.9797979797979798
0.3572428762087403,0.37439059345359604,0.360724332428111,0.35566487003837627,0.3555263404429528,-0.07070707070707061,-0.9797979797979798
0.3762372011814578,0.3657632653763741,0.36856326083931756,0.3765513019225161,0.3694966882145934,-0.050505050505050386,-0.9797979797979798
0.38521865577626097,0.3898556899805879,0.3912521492062933,0.3969064791222053,0.37399950284335726,-0.030303030303030276,-0.9797979797979798
0.40174613120573877,0.4018947798598632,0.3998418061662319,0.4104799962882057,0.3819111026201385,-0.010101010101010055,-0.9797979797979798
0.40297423632308293,0.4120905621949355,0.3974523191888948,0.4072246258564097,0.420097070262022,0.010101010101010166,-0.9797979797979798
0.3919576070345469,0.416342579582763,0.42702282397344626,0.41842968754935805,0.42095699461275526,0.030303030303030498,-0.9797979797979798
0.43595538854687615,0.4232846669463417,0.4133581233293207,0.4204833402444555,0.414916816334462,0.05050505050505061,-0.9797979797979798
0.45569045514865425,0.4131245360522572,0.434416813009815,0.4438804786019907,0.43772486475936057,0.07070707070707072,-0.9797979797979798
0.44544898254445814,0.4471367789728389,0.44105977972866467,0.45635324673578287,0.4440913398308556,0.09090909090909105,-0.9797979797979798
0.4461853970147304,0.45142191835199413,0.451433306556164,0.4412509313104116,0.4524054442507287,0.11111111111111116,-0.9797979797979798
0.4508936463967296,0.4634369611701983,0.44500375903170475,0.4598991504865378,0.47459080197313885,0.1313131313131315,-0.9797979797979798
0.45504748059320543,0.4534956015823183,0.45588858861543263,0.45294235708195846,0.4558910014586469,0.1515151515151516,-0.9797979797979798
0.4592965108139106,0.4765405386156329,0.45771621646075134,0.4574112667817592,0.4463261849082646,0.1717171717171717,-0.9797979797979798
0.4496929634323785,0.45643814195792093,0.4708840343907839,0.46275599829610886,0.4612785771347199,0.19191919191919204,-0.9797979797979798
0.45644710397605837,0.44906377637180206,0.4536589016230267,0.4576062803794563,0.45515448270002257,0.21212121212121215,-0.9797979797979798
0.45128038054521724,0.4706322855344613,0.4619781041132342,0.4702016925939289,0.46673632719028557,0.2323232323232325,-0.9797979797979798
0.4623179761749746,0.4551465219655146,0.4572175797143767,0.4448714609156968,0.4619354091213798,0.2525252525252526,-0.9797979797979798
0.4544139721249454,0.44483318057752547,0.4443999172719592,0.45042641456108923,0.4608454011534139,0.27272727272727293,-0.9797979797979798
0.4588834038934173,0.45517952711749615,0.4806924153301746,0.4527371762388949,0.4482607789709658,0.29292929292929304,-0.9797979797979798
0.44777007603665725,0.45708212906460777,0.44880491736247663,0.43906887059526223,0.4536538957175134,0.31313131313131315,-0.9797979797979798
0.45404039987011924,0.44659144428032377,0.4293104672826992,0.44778342782956454,0.43907448743114397,0.3333333333333335,-0.9797979797979798
0.4400903337298502,0.4429292512057431,0.4520412643049853,0.42280595172450947,0.4431275882636579,0.3535353535353536,-0.9797979797979798
0.45280634952832133,0.471986278476676,0.420193497247099,0.4314511279426642,0.42788930095478256,0.3737373737373739,-0.9797979797979798
0.40409927059484224,0.4312740885968723,0.42677157954405576,0.40866023105350424,0.41187881551093947,0.39393939393939403,-0.9797979797979798
0.4080333271434147,0.42982009718913333,0.42313081497559146,0.4130500266557446,0.4194877302621494,0.41414141414141437,-0.9797979797979798
0.4142938971355258,0.3854205704811122,0.3987947079912781,0.41035976121967704,0.39821808951966525,0.4343434343434345,-0.9797979797979798
0.42074019565181864,0.399107473748163,0.3911480380298986,0.41749257877105683,0.40989574961751607,0.4545454545454546,-0.9797979797979798
0.38261760029714004,0.39284476840834165,0.3797012454363891,0.3958802913765908,0.389533510682934,0.4747474747474749,-0.9797979797979798
0.37472731261348147,0.370645831765571,0.372997012584187,0.39046303478155786,0.3789676748279852,0.49494949494949503,-0.9797979797979798
0.3608267351678383,0.3543300828163204,0.34686526588827815,0.36376959952674737,0.36410332549439484,0.5151515151515154,-0.9797979797979798
0.36489098554653077,0.35554161600752193,0.3392200481795936,0.3727337728283729,0.3509828946118767,0.5353535353535355,-0.9797979797979798
0.33695301571103553,0.3366799199892364,0.33841822992394943,0.3374135076068738,0.3159591169020019,0.5555555555555556,-0.9797979797979798
0.33471595397243326,0.32197769974482615,0.3383047767471968,0.32539328049877986,0.340136961142433,0.5757575757575759,-0.9797979797979798
0.31272197076289504,0.3274149924290616,0.32223742852617265,0.30309915846933533,0.30778086667441623,0.595959595959596,-0.9797979797979798
0.2911897832218648,0.31727103245773197,0.3212095450664277,0.30613788823951105,0.3134779893481324,0.6161616161616164,-0.9797979797979798
0.295110192752175,0.2950010089093217,0.2989152382682349,0.3025107195866047,0.28558960999333566,0.6363636363636365,-0.9797979797979798
0.2852006378623046,0.27562651118079023,0.2750574998024222,0.27383020829291704,0.27873752555137987,0.6565656565656568,-0.9797979797979798
0.2814973409070945,0.2737087892564264,0.2673366480256415,0.2648590601820989,0.26632318375604663,0.6767676767676769,-0.9797979797979798
0.25612263269398533,0.2655216872642924,0.2369231674203755,0.25259165325247585,0.24684215055706488,0.696969696969697,-0.9797979797979798
0.2400401247836917,0.25251996509358654,0.23660599431867596,0.24289921986986315,0.24449665493642236,0.7171717171717173,-0.9797979797979798
0.24120633288255447,0.22104507841979631,0.22537512912832433,0.22967488805282216,0.24034218367983232,0.7373737373737375,-0.9797979797979798
0.22777746098702992,0.2219899122910903,0.22807602431435922,0.21186969282442208,0.22122830740877356,0.7575757575757578,-0.9797979797979798
0.21843652913054196,0.2192212116772536,0.22210817633341415,0.22943955965767793,0.2029890449278806,0.7777777777777779,-0.9797979797979798
0.2056626923703236,0.21261602355247572,0.20079008521895478,0.18667628864377342,0.2006616638476581,0.7979797979797982,-0.9797979797979798
0.2092945806705513,0.20729901441904588,0.1918061787738193,0.18842037302469283,0.2001893681298258,0.8181818181818183,-0.9797979797979798
0.19323972079760857,0.19712849710551902,0.17407923540574055,0.19298220813629538,0.2010168144500005,0.8383838383838385,-0.9797979797979798
0.20101756569790896,0.17062779378419296,0.18069335803564054,0.19208659603275113,0.19033041818222118,0.8585858585858588,-0.9797979797979798
0.18609042707565546,0.16790565121441253,0.17746154036151862,0.17289385195300425,0.17785389654043468,0.8787878787878789,-0.9797979797979798
0.175166061638331,0.1563612720263712,0.1730333732638603,0.16574310076807278,0.15861960068819722,0.8989898989898992,-0.9797979797979798
0.1464822009469374,0.18080135076889722,0.15492949391862534,0.16325134978290667,0.17182547902875933,0.9191919191919193,-0.9797979797979798
0.16353940607964929,0.15932031134580846,0.1774011100747985,0.15490309285325066,0.15775832072055423,0.9393939393939394,-0.9797979797979798
0.15704584571788197,0.15837466642298947,0.1647936070411241,0.16161044850288672,0.15044320633450095,0.9595959595959598,-0.9797979797979798
0.15683091798682275,0.1590516919180634,0.14776902527178096,0.14389261439801931,0.1578225068978553,0.9797979797979799,-0.9797979797979798
0.15557652520158088,0.14184207990750122,0.1398602264611687,0.13527791964400315,0.15131055176290106,1.0,-0.9797979797979798
-0.10606713989138879,-0.113568387414911,-0.10527420490442135,-0.10678498612885666,-0.09706217753484628,-1.0,-0.9595959595959596
-0.09127646654183144,-0.10378174743488822,-0.0980052190098056,-0.09855384328704603,-0.11103196517908985,-0.9797979797979798,-0.9595959595959596
-0.10251196505867913,-0.09837038266026124,-0.09707518790405781,-0.08459677679735124,-0.10299407475485967,-0.9595959595959596,-0.9595959595959596
-0.0746127940501603,-0.07914720564768486,-0.08932628692616758,-0.07816279965873957,-0.11120042887545087,-0.9393939393939394,-0.9595959595959596
-0.10463841077330964,-0.08262291213268771,-0.0836292425312203,-0.09531303687085357,-0.08937452033014019,-0.9191919191919192,-0.9595959595959596
-0.10595037740250711,-0.0992143975469437,-0.0746810633629301,-0.10298532741312683,-0.0880610793137331,-0.898989898989899,-0.9595959595959596
-0.10172338500644254,-0.07857395821424525,-0.07374352441707543,-0.09905483514637817,-0.0758905672850318,-0.8787878787878788,-0.9595959595959596
-0.09082144032809553,-0.07456703780905552,-0.08301817604048428,-0.06066266295830888,-0.07979545129876828,-0.8585858585858586,-0.9595959595959596
-0.0896108692365282,-0.0890333726902393,-0.07453721110808197,-0.08244841306141487,-0.08209916093644326,-0.8383838383838383,-0.9595959595959596
-0.05514213198136024,-0.07578808925758651,-0.07857419283017629,-0.07012385885232296,-0.0535880369746642,-0.8181818181818181,-0.9595959595959596
-0.07400399624970685,-0.08924304100683977,-0.07661120439220814,-0.05156615273953272,-0.08103473621127671,-0.797979797979798,-0.9595959595959596
-0.0799265784601141,-0.06319493992635054,-0.04739155205277608,-0.07330098297193002,-0.07986262365855515,-0.7777777777777778,-0.9595959595959596
-0.050811953956533706,-0.06511271582735936,-0.06655424522651261,-0.063901523656621,-0.06806145730224197,-0.7575757575757576,-0.9595959595959596
-0.0629413077422743,-0.07057608938071382,-0.037168690230835924,-0.06288202006994724,-0.05182912572932553,-0.7373737373737373,-0.9595959595959596
-0.06419745170946345,-0.05881062791987841,-0.05531927187387478,-0.06278807797727871,-0.05532199919953603,-0.7171717171717171,-0.9595959595959596
-0.0374236080276801,-0.04378248532144423,-0.04365374639195759,-0.038184441936566275,-0.05058938193065777,-0.696969696969697,-0.9595959595959596
-0.033869188856358624,-0.04563230501777118,-0.02920871514027596,-0.02944581292753437,-0.051315686631117435,-0.6767676767676767,-0.9595959595959596
-0.03790874738624984,-0.030563912424895975,-0.03331996033860841,-0.052296564931374606,-0.018830733259495074,-0.6565656565656566,-0.9595959595959596
-0.01244438476152464,-0.020993147807894935,-0.02258853195135626,-0.016702678137859008,-0.03275350713920028,-0.6363636363636364,-0.9595959595959596
