Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,t
-1.0422602666229996,-0.9943636593072311,-1.031320830107482,-1.1179036661986415,-1.0050533651385258,-0.9528450351794034,-0.973228516731759,-0.9909035051465584,-1.0456639485774009,-9.33933933933934
-1.033562290458655,-0.9814777570836524,-1.0401882886456428,-1.0552791861077842,-1.0026153914594071,-0.9942779122033659,-1.1032207240728729,-1.003146420410104,-1.011365701779043,-9.31931931931932
-1.0006332132057216,-0.9320182901261468,-1.1209541419187101,-0.95810816556377,-0.9875391003315311,-1.001097817439455,-1.033107950243117,-1.027078406259123,-0.9865342144117256,-9.2992992992993
-1.0558655000076613,-0.9749071222368318,-1.046189583660687,-0.8956064391617415,-0.9901169780237726,-1.1063572099012955,-1.0602109748558841,-0.97627406168165,-0.9434769197370634,-9.27927927927928
-0.9882791969732256,-1.0422106670555733,-1.0511937699062222,-0.9542579339740461,-0.9332575531520011,-1.0417203552743275,-0.9269012005034041,-1.0582295404702542,-0.9478801094908822,-9.25925925925926
-0.9170098722676899,-0.9999994930496037,-0.9438010831753101,-1.0138101488364353,-1.0043437614370652,-1.0232753966206325,-0.9116919372267167,-1.0250454506517548,-0.9348094589691563,-9.23923923923924
-0.9628977723231525,-0.9728823517445678,-1.0065956919920644,-0.9601743854157727,-0.9219233656795748,-0.9883144508137224,-1.0164706679476725,-1.020428028307394,-0.9305299437339274,-9.21921921921922
-1.009591757167432,-1.0156753893990216,-1.0811642518411135,-1.0571899081416625,-1.0152926306076826,-0.9307482182512692,-0.9579633174421743,-1.046717397407824,-1.032822608425616,-9.1991991991992
-1.044381426918134,-0.9614493918104215,-0.9676662061003836,-0.9745039895653813,-1.0238865495778027,-1.0259813330475986,-1.0089992987765097,-0.9957744710130697,-1.0028128435077637,-9.17917917917918
-1.0373578925318443,-1.0934045105724908,-1.0178135158166397,-1.0673729925988757,-0.9949630684066599,-1.0390075847754472,-0.9715968834779034,-0.9928154269439051,-1.0249951088246332,-9.15915915915916
-0.9153772468878006,-0.9134407436401646,-1.0871570287868608,-1.0004679819706834,-0.9822280533217204,-0.9522194974115142,-1.0376418367602611,-0.996222504872405,-0.9781790078911483,-9.13913913913914
-0.9974595882582958,-0.9266160754684267,-1.0298324580813072,-1.0065352079265053,-0.9865193556747622,-1.0063367948982498,-1.0854169361554502,-1.0077822308179234,-1.0187906283416444,-9.11911911911912
-1.0318497573449876,-1.0167838419427122,-1.029429694000932,-0.959895644335052,-0.9354018058471217,-1.0684306161826935,-1.090154907940507,-0.9724574722012036,-1.0461530541590838,-9.0990990990991
-0.9904541997625104,-0.9694329350171978,-1.0436940888839987,-1.0151481723523073,-0.9430328250546195,-0.9390759416990815,-0.980843881408008,-0.9148984762123464,-0.9041374618880988,-9.07907907907908
-0.8949872161096097,-0.9976014433401423,-0.998514282165501,-0.93989984344295,-0.9752779530274974,-1.0428750448475517,-0.8876202202931668,-0.9496952878063233,-1.0075151150237325,-9.05905905905906
-0.9939920242037398,-1.04145673627856,-1.1124128602066514,-1.009837235751738,-1.0168167847846488,-1.0280735156503298,-0.9865293903024268,-1.1567459602088528,-1.0319364596226954,-9.03903903903904
-0.9691398151915478,-0.9956144597565021,-1.0133880639192214,-0.958173535570388,-1.0050306879922741,-1.051675965646717,-1.0262302016469613,-0.9430232956622243,-0.9587614541518117,-9.01901901901902
-0.9849914534812075,-0.9499816751514641,-0.9493407973846743,-0.960669855341291,-0.9293300685829098,-0.9820614216916549,-0.9043990263624019,-1.0934899374091007,-1.0605419066767194,-8.998998998999
-1.0176124605568173,-1.0190545941079088,-0.9573600761844339,-1.092043761572069,-0.9889372620895913,-0.9463159011320327,-0.9881348759002817,-1.0889556200393298,-1.0251702370784854,-8.97897897897898
-1.0571258768354537,-1.0187834380882963,-0.944590591937597,-0.9981225926088179,-1.065538623603334,-1.0187752031560273,-0.9949282676737657,-0.9936118220697213,-1.0350957515989931,-8.95895895895896
-1.0174671017041774,-1.0037235037282326,-0.944030432817589,-0.9982035630127408,-1.0344782271859427,-0.9801815869305188,-0.9873710788057678,-1.0675508535736697,-1.0987135168397104,-8.93893893893894
-1.0104446758462757,-0.9783251476737083,-0.9256228075779098,-1.0389369604053835,-1.0288756258391072,-1.023572278020181,-1.006618824055879,-0.9223016042311416,-1.1327865724290223,-8.91891891891892
-0.9706688031549915,-0.936081001200508,-1.0559149969341197,-0.9910294269962422,-0.9423897241953176,-0.8831695721053389,-1.0154737797435454,-0.9651516751427222,-1.0028840751530113,-8.8988988988989
-0.9580507904971559,-1.0317339264498493,-0.9577082908380221,-1.0727766775506595,-1.0053581604320885,-0.9248606846339975,-1.071748134492659,-1.0405730188193996,-1.0328092904964754,-8.87887887887888
-0.9534448555402558,-0.9745801474712621,-1.0930444360525393,-0.9721906984579125,-0.8869946209194202,-1.029772945554408,-0.9749187534463816,-1.0821625060493913,-1.0330852952431024,-8.85885885885886
-0.9857205916925037,-0.9891941576420326,-1.0301442131555776,-0.9745110152282983,-0.9671689844421953,-0.973582905130082,-1.0047387304772113,-0.9834670145433201,-0.9615325360239974,-8.83883883883884
-0.955742898024048,-1.0929305755437593,-1.095723558407875,-0.9849776790901731,-0.9937596149710747,-0.9530087163584811,-0.9403456601203839,-0.9387521428547463,-1.0449502008493228,-8.81881881881882
-1.0377198514996153,-1.020965778557417,-0.9475925788374698,-0.87617074637729,-1.0217851504012072,-0.9786856851134179,-1.018440877872175,-0.9951913760186327,-0.9153180583763368,-8.7987987987988
-0.9373565448272803,-1.0066163975107818,-0.9333130616168204,-0.9823827827615405,-0.951390987104986,-1.0379078040963496,-1.0953184465154682,-0.9061591815749123,-1.0848667145393536,-8.77877877877878
-0.9743534596311866,-1.0019784626367674,-1.0098706846099996,-0.9966264006245537,-1.0120355077652905,-1.008118299477105,-1.0049804822468302,-0.9733109214315,-1.139668460903847,-8.75875875875876
-1.0149045903912397,-0.9836997769667549,-0.9112676970658072,-1.0366131836245658,-1.04120612130696,-0.9636594505915275,-0.91502308379877,-0.9600819465852006,-1.0113074811689369,-8.73873873873874
-0.9755740392108881,-1.1020160989741987,-1.0337363220533486,-0.9851428860237624,-0.9715933106512187,-0.9777957980922819,-1.0191711026843386,-1.0153036715234607,-0.9801285045069588,-8.71871871871872
-1.0037785300047526,-0.997687168196615,-0.9924691010854486,-1.048088784408812,-0.9993620285183915,-1.0428410763127216,-1.0444927874047372,-0.9811012499891236,-0.9170147635055462,-8.6986986986987
-0.9434184727078408,-1.0338837209468144,-0.9923526569422881,-0.9364090112141169,-0.940546905789185,-0.9776535208559336,-1.0596795381933213,-1.01132384441249,-1.0246872827757048,-8.67867867867868
-0.9240090988931453,-1.0719718910511862,-1.0532097034110814,-1.0323821663629793,-1.0036796056516974,-1.0507323390551684,-1.052500780268024,-1.0942871668474086,-1.018804823931981,-8.65865865865866
-0.8907211669247769,-0.9737851157509175,-0.9781026066874309,-0.992076460402855,-1.1429843355825628,-1.1066161070917335,-1.0150096240914432,-0.8763743885179995,-1.0084869257333682,-8.63863863863864
-1.0698247514624093,-0.9632359558847424,-0.9030510116679777,-0.9004957838713761,-0.9605316144790036,-0.9913067812889895,-1.0589990393609128,-1.0073427640468748,-0.8791446185142896,-8.618618618618619
-1.072205622291327,-1.0326624454094493,-1.051246475750252,-0.9417905539869152,-1.0938869762172108,-0.9524398692631256,-0.9251179762399684,-0.9942174721348817,-1.0904419565293382,-8.598598598598599
-1.0252232223900146,-0.957877115164125,-0.9550330069506513,-0.987866921314334,-0.9230621219722401,-0.977905059886134,-1.014131691046461,-0.9334783981276206,-0.9830123716235195,-8.578578578578579
-0.9919980728796912,-1.0190757504403372,-1.007725268947047,-0.9310039214995932,-0.9089316894228794,-0.9265490566860612,-0.9945675077773463,-0.9945201907344061,-1.001136414372726,-8.558558558558559
-0.9561914772875738,-0.9966754728860778,-0.9115185581786979,-1.0027278586160302,-1.021351492638626,-0.9125241057968645,-0.9280879473066972,-0.9892259697455407,-1.047999777286016,-8.538538538538539
-0.9842181728496945,-1.0549368675615776,-0.9758105028317482,-0.9602382227471231,-1.0582350157175444,-0.982323389128836,-0.9248339941909292,-0.9785464158242547,-1.0191556412491956,-8.518518518518519
-1.1011099777434306,-0.9207755641324467,-0.9661890969590774,-0.9990454188568307,-1.0698536181856435,-1.032166781580257,-1.0106365653031084,-1.0575631977474038,-0.9945234172106585,-8.498498498498499
-1.0153101141909444,-1.1329723863787002,-0.9678417495297399,-1.045271820396249,-0.9563671824969342,-1.0023617662556448,-0.9834012027851009,-0.9237622397226889,-1.0427580554670228,-8.478478478478479
-0.9586011778978586,-1.0045725411727537,-0.9875455746919292,-0.9784863434652978,-1.0101058189092442,-1.0724518993522332,-0.9632485808093528,-0.981973117602953,-0.9999888296950119,-8.458458458458459
-0.9884951695844344,-0.965243926100304,-1.0697880814846874,-0.9532674032003092,-1.0299179030237604,-1.0018093946423816,-1.0096426793701425,-1.0305445574768712,-0.966807153292746,-8.438438438438439
-0.961899343511329,-1.101673229833061,-0.9304167571396899,-1.0173049961381924,-1.012170887589243,-1.0045422518189617,-1.0889005451748557,-0.9534876008568877,-0.9625258551313687,-8.418418418418419
-1.0111163056754349,-1.009473361780536,-1.0685333491725177,-1.0548559927224077,-0.8955741641650311,-0.9911853815481648,-0.9672646133597613,-0.9821742477828082,-1.0232908171594621,-8.398398398398399
-1.0100377978467283,-1.0038608276678762,-0.9880717347799334,-1.026409697857615,-0.9826539280458411,-0.9452688736757872,-0.9552822791592017,-1.0476079241650087,-1.0138718579263273,-8.378378378378379
-0.9906718205368051,-0.9587647398143703,-0.9692960356985146,-1.1189886537855698,-0.9627135425845966,-1.1063236195674695,-0.9792247593713188,-0.9924035007734745,-0.9982249133923409,-8.358358358358359
-0.9794973032355597,-0.9375892395661208,-1.0418954992310872,-1.030384070170528,-0.961154506039822,-0.9624274439769059,-1.0461771184316335,-0.9999681412974064,-0.9575888273703768,-8.338338338338339
-0.9900848949159496,-1.020194494389185,-0.9927467202171117,-1.053764385437475,-0.9490788242628907,-1.0270302331127796,-1.0098012465376864,-0.9832487195403453,-0.9918499530607914,-8.318318318318319
-0.9940494437672993,-1.0692258093844655,-0.9416057617425901,-0.8988796227280592,-0.9469323041233033,-0.960338758268713,-1.0295383670008291,-0.9812599066605089,-0.9395686956806507,-8.298298298298299
-1.0335329853087765,-0.9316380997979686,-1.0012050944978863,-1.0282436358349696,-1.0355231933441236,-0.9913172036008535,-1.0149854328607162,-0.9643090631097704,-0.974873832301853,-8.278278278278279
-0.9811216764080815,-0.939105584071313,-1.044432736616775,-1.0771463182537608,-1.0107592558453096,-1.0517715800223555,-0.9351556060877938,-1.0600405396950618,-1.0791909711902254,-8.258258258258259
-0.9939087966890577,-1.0231001276462988,-1.1457867478282653,-0.9564577712919741,-1.038037875668414,-0.9562864407346797,-0.9235208785689718,-0.9999308021808522,-0.9488481858501875,-8.238238238238239
-0.9435256591334398,-0.9824554298246484,-1.048591879657666,-1.0087603808714733,-1.0355580159442892,-1.0369784583846389,-0.9665289448585527,-1.0460728558759842,-1.032650724988247,-8.218218218218219
-0.9400539545911157,-0.9809065368798562,-1.0295537855104848,-0.9975696982517218,-0.9429244617144575,-0.9738525809224143,-0.9725625925972746,-0.9751884552814809,-0.9731475935573428,-8.198198198198199
-0.9907420215263694,-0.9716860703284438,-1.0258207107899904,-0.9905675322388076,-1.0250876197602916,-1.0295936664573995,-0.9661683929227723,-1.0665831758425532,-1.000398695517865,-8.178178178178179
-1.01876408346675,-0.9897894370165387,-1.047999644973605,-0.9895341615385134,-1.0039574040214014,-1.0238741912624827,-1.0006119452925664,-1.1095283603671056,-0.9537606274732308,-8.158158158158159
-1.031936349633612,-0.9296650171778322,-0.9811350675552408,-1.0187220750862147,-1.034641146361192,-0.9943733454389421,-1.003783002335254,-1.0218034325006193,-0.9976694126109883,-8.138138138138139
-0.9788251045825853,-1.0868977975050194,-1.0287352433104262,-0.9522648924232447,-1.0296699608379467,-0.9047627061516023,-1.0336820816545946,-0.8727454614147627,-0.9928988288736145,-8.118118118118119
-0.996132811608303,-0.9479586173561946,-1.0054725317197615,-0.9738374319002083,-0.9605879178487471,-0.9652921577192035,-1.0027931875282348,-0.9424957511583247,-1.0826828837994527,-8.098098098098099
-1.0171924912476336,-0.9809762089583298,-0.9660462274778044,-1.0247907334659025,-1.0222713070440101,-1.0009788743783474,-0.8870024581377667,-0.9957775341297503,-0.9316002022752538,-8.078078078078079
-0.9978199567620086,-1.010856563040965,-1.042771658036715,-1.0085730300846554,-1.024105808939082,-0.9168576569888179,-0.9565478331410298,-0.8756874098487817,-0.9987444873199869,-8.058058058058059
-1.0309998336144495,-0.9413232164922954,-1.0150100951430205,-1.047218221387559,-0.9753219083694716,-0.9984693699755018,-1.0171056425883862,-1.0097175615476863,-1.0197739039505318,-8.038038038038039
-0.9650981811923085,-1.1171799424459175,-0.8920923157930735,-0.9859565491250133,-0.9749754165210677,-1.01487474318929,-1.0235961155025954,-1.0093104502729937,-0.9357804051837989,-8.018018018018019
-1.022356202265987,-0.9419236994896483,-0.956285487896161,-0.9630874184618097,-0.9603786431613552,-1.048406655842497,-1.0432242736059743,-0.9573066311671639,-0.9719359217019418,-7.997997997997998
-0.9387743795548498,-0.980695862414945,-1.064676596391214,-0.9674621032440205,-0.9914615421718465,-0.9916464282622993,-0.981281247308246,-0.9846308297119362,-0.9880134897616996,-7.977977977977978
-0.9798251730968907,-1.0566564188702798,-1.0039868020957092,-0.9692627237077358,-1.087686798210283,-0.9941696569114359,-0.9804224705113017,-1.0036118611278741,-0.9760047994797283,-7.957957957957958
-0.9703208190233448,-0.9783451174523635,-0.9717754692704682,-1.006328174918911,-0.968484921355723,-1.0341126114085868,-1.072155828035245,-1.0234421285558928,-0.9969120975470416,-7.937937937937938
-1.0547453270624427,-1.0152040567154565,-0.9383261825527329,-0.921056022421698,-0.9750832740403779,-1.0957007923009998,-0.9756829749133056,-1.0032716800665542,-1.0535253501554147,-7.917917917917918
-0.991530602287384,-0.87073498053709,-0.9925504042062679,-1.0103588077996277,-0.949092843462087,-1.0069948396782424,-1.0284733374662423,-0.9473691682437914,-1.063660225262414,-7.897897897897898
-0.9629718901077912,-0.9082330765193637,-1.0265288198803602,-0.9984963585756662,-1.042323143506519,-0.9942534833194553,-0.9286636548301631,-1.0654813739029165,-0.9539959067228844,-7.877877877877878
-1.0476847310145672,-0.9779652073034149,-1.0365260331088368,-1.0168086929059348,-0.8739593192164208,-1.0197499329943516,-0.9921575017389611,-1.0334360210309281,-0.9472537754615931,-7.857857857857858
-1.0133106140063732,-1.035962380777526,-0.9677465894569965,-0.9959365001586916,-1.0616189944463557,-1.0476655019310908,-0.9141131862231803,-0.9329309851890569,-0.9729852861390625,-7.837837837837838
-0.9983689486544117,-1.02917040571803,-0.9843466572878744,-1.0120258848610986,-0.9636520129545897,-1.053641043766753,-1.0229060156333802,-0.8734318338179435,-0.9845465001531264,-7.817817817817818
-1.06865552876478,-1.0162521441715318,-1.0258320589923497,-0.8983906964746198,-0.9977019015473279,-1.0242219430237443,-1.0143988560784813,-1.0920270897486615,-0.951456602688616,-7.797797797797798
-0.9842416793729414,-1.028011374286946,-1.0094532322968417,-0.9787073133224188,-1.0243562812506157,-0.931852756209597,-0.985009231361561,-0.9797475903225927,-0.942263444072883,-7.777777777777778
-0.9576916022555784,-1.0451119380383551,-1.0208095353913373,-1.0841478790777472,-0.959193016576998,-0.9923652461284497,-0.947202219676603,-0.918384608208334,-0.9788691942020546,-7.757757757757758
-1.0429754167503702,-1.029548233482243,-0.9637667367967984,-1.0216939386702963,-1.0140711257693542,-1.0816306496093877,-0.9717054952774006,-1.0111365769262652,-0.9500391729881763,-7.737737737737738
-0.9824723052397404,-1.0138085787854827,-1.034497638038639,-1.070810980684737,-1.116780695220141,-0.9678345318772397,-1.061675801359324,-1.0288895623409329,-0.9558235925908741,-7.717717717717718
-1.0656137585643162,-1.0258437826890738,-0.9756788642390137,-0.9560046382140339,-1.0583635104879532,-1.022394340401967,-0.9908545529217061,-0.9378907999821,-1.026509547037643,-7.697697697697698
-1.0019343466346413,-1.0349290686681583,-0.9574236236471034,-0.9312699095527,-0.9771166675920229,-0.8830478597680729,-0.9988873342443109,-1.0276731261004597,-0.9592928302896147,-7.677677677677678
-1.0807881713878065,-1.0464441498788328,-0.9756870873472262,-1.0225516991232388,-0.8881012730658283,-1.0156656968915843,-1.0214529833304413,-1.0361340247151434,-1.0509937625362658,-7.657657657657658
-0.9439286500064801,-0.8724776236242803,-1.0417115279518525,-0.9693229040126304,-1.0740624954920637,-1.0029804135710538,-1.0324048000628812,-1.0285770176433457,-1.1129113818027945,-7.637637637637638
-0.9795544895421248,-1.0736581788289603,-0.9327498936078542,-1.010507344586936,-1.0008467823253508,-0.9902910998452057,-0.9126206544715338,-1.0694996748152763,-0.9660017718657411,-7.617617617617618
-1.0012303444781074,-1.0510702332104218,-1.033910130651376,-0.9795965883979014,-0.9274628195083898,-0.985655531761084,-1.0195188207523966,-1.1197601537018376,-1.0200877347124164,-7.597597597597598
-1.0387575570811036,-0.9783796910736653,-0.9786777224006419,-0.9133795508664386,-0.969655960165553,-0.9974064914864315,-1.042295607979036,-0.9422986523273779,-0.9029834478805805,-7.5775775775775776
-0.9363116582130396,-1.0161784582248048,-1.037666194400852,-1.0174718526042,-1.018780496924907,-0.9974219075039593,-0.9681438130803565,-0.9155947028647962,-1.0622196890880917,-7.5575575575575575
-0.9016443449822646,-0.9788081970517073,-1.087204944977056,-1.0616562735712671,-1.0710956598999237,-1.0109787951551414,-0.9934682835818887,-0.9888101515042365,-0.9530339378603869,-7.5375375375375375
-1.092898502481334,-0.9600404095072457,-0.9887118959467054,-0.9640856898111607,-1.0890569741593474,-1.0276622341496626,-1.0037901025742924,-1.0100801848242102,-1.0120398047527217,-7.5175175175175175
-0.938191183603146,-0.936868701959546,-0.9856476268910458,-0.9741714035034126,-1.037394674491441,-1.0186949286197022,-0.9609342945732624,-0.97501712978636,-0.986459022854647,-7.4974974974974975
-0.9186168223492323,-0.9624011175459335,-1.0038714080346745,-0.9663092854316309,-1.0184198365559323,-1.0592202029364146,-0.9755680892120433,-1.0090662650237936,-1.054776341476351,-7.4774774774774775
-0.9830987490326678,-1.0496873830173212,-0.9861959089992495,-0.9486765854177689,-1.1124552402835655,-1.0264079927553096,-0.981889833813837,-1.0874900969264392,-0.8799321851999137,-7.4574574574574575
-1.059962708264767,-0.9445421425799251,-1.0324198510633316,-1.0340567281013735,-1.084683058690117,-1.033176001023102,-0.9517892824284371,-1.0605201683299308,-1.013994793790525,-7.4374374374374375
-0.9568320124456896,-1.0882451647366784,-1.0368725201958287,-1.0983000143782227,-0.9848168550574787,-1.021686102517828,-0.9858174571311512,-0.9787872025176095,-0.898459238551141,-7.4174174174174174
-1.009045263944532,-1.0057203136921304,-1.00840375377172,-0.9479539305008737,-1.0204488657425133,-1.0222614525563496,-1.0308453462951481,-1.019439329565559,-1.0040962222137875,-7.397397397397397
-1.030195249543599,-1.0249079278500242,-0.9045353776906079,-1.0204317337670576,-1.0377407476744989,-1.0070971794507815,-1.0181133295749223,-1.0778260075040857,-1.0609305388915808,-7.377377377377377
-1.0615020929969707,-1.0530391380301443,-0.9592584591510563,-1.0603692092552106,-1.0203751444737317,-0.9773791390851054,-1.0260478029788382,-1.0719596400368365,-1.0403427110295032,-7.357357357357357
-0.9724722781696593,-0.9704158269320862,-1.0259987406733482,-1.0584136670734476,-1.0406303910237853,-1.0154722812671533,-0.9895130501196401,-0.9525527874124079,-0.9340970583733665,-7.337337337337337
-0.9603587750692055,-1.009161947054152,-0.9720634581228017,-0.943580451788177,-0.9536233079693243,-0.9954592701681835,-1.0538983630777081,-1.0763257283496754,-1.0289310512997856,-7.317317317317317
-1.0311756188322372,-0.9490063458797857,-1.023917315370408,-0.9909574166835781,-0.9180013790373095,-0.9864857528971598,-1.0916203806846763,-0.9431555787837222,-0.995896457396921,-7.297297297297297
-0.9739702280062753,-1.0741223187510773,-1.0228620842168592,-0.9848539431269148,-0.8963182684271058,-1.0157236361970352,-0.995591298630024,-0.9757727616384404,-0.9302035203176097,-7.277277277277277
-1.0572160753213098,-0.9576834112480487,-0.9570348054269189,-0.9574796622935042,-0.9645091128504621,-1.0072477846871832,-1.0668250333379374,-1.0500908364345056,-0.9459050244470147,-7.257257257257257
-0.9599059136327419,-0.9751019578079682,-1.0262621974840909,-1.0338440124824424,-0.9626413356158243,-0.9822304370077564,-1.0975978701535654,-1.015921707631912,-1.0508270115145195,-7.237237237237237
-0.997670558032085,-0.993673714187967,-1.0837806546625222,-1.0562546524886511,-0.9268441489696244,-1.0849449023384894,-0.9813323837624579,-0.9920926180286552,-1.0145988381722992,-7.217217217217217
-1.0093273675486887,-1.0709394065107478,-1.0453236139820377,-1.0426464429596538,-0.9130764382414371,-0.9671360004734642,-1.0355515387594982,-0.9819558735163049,-0.9220309682537866,-7.197197197197197
-1.0050861267823028,-1.0125875390743366,-0.9955780728457452,-1.0552275638755941,-0.9267385889341885,-1.023617614632905,-0.9751925620438917,-0.9872259168476293,-1.027313842399543,-7.177177177177177
