xplot yplot ytrue Bspline_fit Pspline_fit SCP_spline_fit
0.18793969849246234 0.12106505769981867 0.1446834607850788 0.08586648114534873 0.11707251636391827 0.11707258013110361
0.1914572864321608 0.09819026611714769 0.16195576736557782 0.10071382312771054 0.13480256670491542 0.13480264253947433
0.19497487437185929 0.06208073158973455 0.180841960228263 0.11966304494282645 0.15469154148067477 0.15469162984034718
0.19849246231155782 0.05930971456040729 0.20143143729081997 0.14345141396028757 0.1768500653560147 0.1768501664173448
0.2020100502512563 0.20846103083693565 0.22381055040463058 0.17273796434755073 0.20138434067206706 0.2013844543135344
0.20552763819095476 0.22115566198324504 0.2480613580048464 0.20686765695499293 0.2283262885518088 0.2283264140704857
0.2090452261306533 0.49739697243327463 0.2742602935446142 0.24409507737826042 0.25764619398184974 0.25764632985829283
0.21256281407035177 0.059000003510223276 0.3024767611623277 0.2826418065808477 0.28931247628099316 0.289312620172127
0.21608040201005024 0.3440443230910666 0.3327716726094017 0.32072942552625083 0.3232935547680439 0.3232937035071607
0.21959798994974877 0.40224039569847114 0.3651959420321477 0.35691641460247375 0.3595524694843206 0.35955261903956065
0.22311557788944725 0.535752343960902 0.3997889576936423 0.39200096157164555 0.3980164990344114 0.3980166442327387
0.22663316582914575 0.48676277275234314 0.4365770520742118 0.427694925435162 0.43859833342236365 0.4385984678369641
0.23015075376884422 0.391150623550352 0.4755719939333382 0.4657128603898139 0.48121061961800327 0.48121073556795263
0.23366834170854273 0.5167705039282184 0.5167695277810588 0.5077688767385407 0.5257659954856875 0.5257660840359245
0.23718592964824123 0.614383244938006 0.560147987723103 0.5549037532975774 0.5721632870302469 0.5721633379511152
0.2407035175879397 0.5743161940441276 0.6056670137434684 0.6061294520327377 0.6202597037067212 0.6202597053520631
0.2442211055276382 0.7303675729145604 0.6532663991076193 0.6600773514185062 0.6699046481679681 0.669904587452257
0.2477386934673367 0.5160560321961822 0.7028650976525586 0.7153788299293655 0.7209475230668446 0.7209473854651847
0.25125628140703515 0.9274788858271366 0.7543604192290898 0.7706757829137871 0.773237425560501 0.7732371951174247
0.2547738693467337 0.954395241497397 0.8076274404400556 0.8251451201338065 0.8266079116285306 0.8266075714055405
0.2582914572864322 0.8289509222001771 0.8625186560525618 0.8787420841616238 0.8808699281243091 0.8808694608509555
0.2618090452261307 0.9799979720006027 0.918863894043231 0.9314832519785426 0.9358326402502541 0.9358320283754423
0.26532663316582916 0.9812675733570736 0.9764705141702548 0.9833852005658681 0.9913052132087851 0.9913044389007747
0.26884422110552764 0.9522103773770917 1.0351239062785695 1.03455747115217 1.0470955372924684 1.0470945826048172
0.2723618090452261 1.103359322117219 1.0945883002763859 1.086400864396861 1.1029937944875212 1.1029926436640203
0.27587939698492464 1.2546444835867863 1.1546078949317167 1.1412615219917464 1.158777202391902 1.1587758435540358
0.2793969849246231 1.1767990556512928 1.2149083074028277 1.2015072504873445 1.2142226814921213 1.2142211066777402
0.28291457286432165 1.2376313975211293 1.2751983398290285 1.2695058564341783 1.269107152274693 1.2691053574380131
0.2864321608040201 1.327724977185378 1.3351720534747762 1.346338668382737 1.3232114603322305 1.323209446203716
0.2899497487437186 1.437860767967672 1.394511134960015 1.4257107894651897 1.3763389564750073 1.3763367334916459
0.29346733668341707 1.580725456178996 1.4528875331518092 1.4987031393221653 1.4283009980230363 1.4282985880823436
0.2969849246231156 1.4464984089545183 1.5099663394724545 1.5563934628613048 1.4789089519825922 1.4789063884447353
0.3005025125628141 1.6162485031044223 1.5654088788360792 1.5898705345031314 1.5279741929798618 1.527971520671214
0.3040201005025126 1.640487573924142 1.6188759732977738 1.5958261212132459 1.5753119665567494 1.5753092435763953
0.3075376884422111 1.4841700973081484 1.6700313359204981 1.5856543306316258 1.620747675598954 1.6207449780589864
0.31105527638190955 1.67661340024613 1.7185450484613989 1.573131645181195 1.6641083688933462 1.6641057916869852
0.314572864321608 1.7508641835207395 1.764097073364414 1.572034547284877 1.7052210952267972 1.7052187520283897
0.31809045226130656 1.8024237243491588 1.8063807483185192 1.595870643541815 1.7439116270024462 1.7439096503079305
0.32160804020100503 1.8777065537186013 1.8451062103799032 1.647983180664485 1.7799574852655757 1.7799560279220876
0.32512562814070356 1.67597139154659 1.8800036964194615 1.7186758856419146 1.8130742909969837 1.8130735281651407
0.32864321608040203 1.9154522197921284 1.9108266674779588 1.7973973694959864 1.842973605845938 1.8429737351285231
0.3321608040201005 1.8695871487654672 1.9373547064982712 1.8735962432485884 1.8693669914617095 1.869368232903672
0.335678391959799 1.815452239165187 1.9593961418390489 1.9372612304303902 1.8919712781544469 1.8919738735596998
0.3391959798994975 2.0292199959133663 1.9767903529123316 1.9846598624866945 1.9105645444170303 1.9105687494062222
0.342713567839196 2.0629376767651193 1.989409719158599 2.0161105146786924 1.9249643836989394 1.9249704625854376
0.3462311557788945 1.9318361525024856 1.9971611792816892 2.0319990763311746 1.9349890480322638 1.9349972737367538
0.349748743718593 2.0842330022531983 1.9999873740960643 2.032711436768933 1.9404567894490936 1.9404674434995794
0.35326633165829147 1.9597157051774814 1.9978673533539901 2.019058044037164 1.9412302275610271 1.941243592760478
0.35678391959798994 1.9974657352831309 1.9908168343685164 1.993954747755411 1.9373920023614306 1.9374083264263906
0.3603015075376884 1.8690141132666866 1.9788880079662923 1.9609688256026105 1.9290928299067218 1.929112314216803
0.363819095477387 2.1206176007610344 1.9621688951214669 1.923667748502453 1.916483446447938 1.916506246042484
0.3673366834170855 1.6748373197264403 1.9407822653647893 1.8856159107086823 1.8997146243928755 1.899740847845315
0.37085427135678395 1.9057388732700475 1.9148841355591133 1.8496388730308442 1.8789458188558315 1.8789754981011304
0.3743718592964824 1.9541738352238076 1.8846618747191084 1.8168690663478102 1.8543563824670826 1.8543894036575392
0.3778894472361809 1.6469852924630688 1.85033194707533 1.788202739046986 1.8261284434530416 1.8261645373130464
0.38140703517587937 1.79319040493117 1.812137331402408 1.764536139515778 1.7944441300401224 1.7944828718661563
0.38492462311557796 1.7626227930928327 1.7703446596281283 1.7466655536264166 1.7594851203153603 1.7595259274813628
0.38844221105527643 1.8077114223602198 1.7252411218165216 1.7324791144459932 1.7214199967160007 1.721462056098451
0.3919597989949749 1.801952479759365 1.6771311876996615 1.7165718758695263 1.6804025126745965 1.6804446984714965
0.3954773869346734 1.5859439700376012 1.6263331969713952 1.6933615709111272 1.6365856231332812 1.636626492438992
0.39899497487437185 1.4347240048759757 1.5731758715295623 1.6572659325849108 1.5901222830341892 1.5901600758394323
0.40251256281407033 1.6547183451587315 1.517994802766019 1.6034521161093511 1.541173879420533 1.5412065113702975
0.4060301507537689 1.5829175291916648 1.4611289658860358 1.5344496004385757 1.4899846362965405 1.4900096275437638
0.4095477386934674 1.356716776329452 1.4029173111447901 1.4569666427382417 1.4368457950620663 1.4368602298857256
0.41306532663316586 1.3787843283038301 1.3436954788950555 1.3777594631950798 1.3820491367714312 1.3820496631130506
0.41658291457286434 1.3219793049553246 1.2837926815426548 1.3035842819958212 1.3258864424789556 1.3258692719426053
0.4201005025125628 1.2801563351606462 1.2235287910164006 1.2395167983614637 1.2686520654263471 1.2686129951969645
0.4236180904522613 1.1836324631931072 1.163211665301696 1.18341274518174 1.2106514096584267 1.2105859166687678
0.42713567839195987 1.2438043662608322 1.103134742094695 1.1311893103696853 1.152192846336185 1.1520961125504436
0.43065326633165835 0.8697789714065722 1.043574921845029 1.0787636574550463 1.0935847466579396 1.0934516590720653
0.4341708542713568 1.0888731518476116 0.9847907565085386 1.022069840612958 1.0351352735532933 1.0349604260894694
0.4376884422110553 0.9650681513851633 0.9270209543636633 0.9593493113043936 0.9771241387800544 0.9769020910875937
0.44120603015075377 0.8487696785114992 0.8704832053859871 0.8934741252060888 0.919773956812926 0.9194997536432955
0.44472361809045224 0.932726475895501 0.8153733260460055 0.8278698106630134 0.8633005175775548 0.862969750862641
0.4482412060301507 0.5275043980040013 0.7618647171039975 0.7659618960201382 0.8079196109995878 0.8075284198516972
0.4517587939698493 0.8262602721917613 0.710108123117684 0.711056077779749 0.7538449963875503 0.7533900973883936
0.4552763819095478 0.6988394827920813 0.6602316780317219 0.6637019200624248 0.701243728856211 0.700723112703549
0.45879396984924625 0.49902789007699155 0.6123412174446898 0.6216928546070275 0.6502361593265713 0.6496497874808608
0.4623115577889447 0.6098300904589449 0.5665208349932758 0.5827024813097375 0.6009406081025148 0.6002904430758929
0.4658291457286432 0.4924250139010474 0.522833657781179 0.5444044000667356 0.553475395487925 0.5527654008442093
0.4693467336683417 0.7398523007278375 0.4813228139213825 0.504691683220764 0.5079552467996102 0.5071915699439667
0.47286432160804026 0.6255458363344916 0.44201256404800904 0.46329360947961185 0.46446481005651286 0.4636573115370019
0.47638190954773874 0.4489785553078454 0.40490956806633444 0.4208544261783902 0.42307374597306624 0.4222367615207717
0.4798994974874372 0.2980788742691658 0.37000425841183354 0.37802507841974026 0.3838516055534007 0.3830039516607282
0.4834170854271357 0.27893083217739995 0.3372722916353007 0.3354565120076562 0.34686793969281604 0.3460329136187148
0.48693467336683416 0.27417108832748677 0.3066760511656654 0.293855432288017 0.31218364681460853 0.31138944173943883
0.49045226130653263 0.22214272493908285 0.27816617556286255 0.25413621686599863 0.27982739985476496 0.27910865109367156
0.4939698492462312 0.16145848158570042 0.2516830883927506 0.2172615811879423 0.24982037093769222 0.24921851583757232
0.4974874371859297 0.1680612804178051 0.22715850796474965 0.1841942407001928 0.22218373218780024 0.2217470101273032
0.5010050251256282 0.17689896827499102 0.20451691750006482 0.15589336055502778 0.19693807855532577 0.19672152925088826
0.5045226130653266 0.13198858940161778 0.18367697877487646 0.13300878653444123 0.1740537186909245 0.17411903461006983
0.5080402010050251 0.09469387984862881 0.1645528748422677 0.11564539428167586 0.15341236501012107 0.15382763134783134
0.5115577889447236 0.054166377564670576 0.1470555700170525 0.10385258609523149 0.13488671158202975 0.13572637979254298
0.5150753768844222 0.3861378014405197 0.13109397785255367 0.09767976427360803 0.11834945247576464 0.11969434027257453
0.5185929648241207 -0.030741294482207457 0.11657603029778112 0.09710251040425072 0.10367181459690347 0.10560885484861265
0.5221105527638191 0.0012681705022513645 0.10340964355445802 0.10072545954646522 0.09069777771766913 0.09331535511769501
0.5256281407035176 0.1347431484184562 0.09150357832049556 0.10594254948105984 0.07924725938063538 0.08263109221124657
0.5291457286432161 0.04841018707424894 0.08076819408190133 0.11010610245032672 0.06913935003256717 0.0733723486079392
0.5326633165829145 0.11349856966497424 0.07111609887838617 0.11056844069655797 0.060193140120229444 0.06535540678644473
0.5361809045226131 0.1423806970093593 0.06246269750585775 0.10498784174415232 0.052241998866540504 0.0584081844711497
0.5396984924623116 0.1809880087575777 0.05472664242509566 0.09321589576473209 0.04522165627116082 0.05244200939134246
0.5432160804020101 0.12302667764129956 0.047830192719811496 0.07606129179633525 0.039112509647144134 0.04740460701524675
0.5467336683417086 -0.05767661101776373 0.04169948729409536 0.054336704453644406 0.03389514231236308 0.04324385437952248
0.550251256281407 0.14717906726477228 0.03626473912860748 0.028855077384418254 0.02955013726367304 0.0399076248873233
0.5537688442211055 -0.14503141498718594 0.031460357840389606 0.0013362647360046914 0.026056995348926214 0.03733154339236746
0.5572864321608041 0.015782878326390134 0.0272250080294022 -0.023568763979958374 0.02339171993350949 0.035411647698210175
0.5608040201005026 -0.026315808427502727 0.02350161096467313 -0.04061797358360232 0.02152960910800726 0.03403599279526247
0.564321608040201 -0.0858426065484889 0.020237297084554306 -0.04456932889506102 0.020445960963003613 0.033092633673935154
0.5678391959798995 0.07654996865286103 0.01738331658009312 -0.030282239377587103 0.02011540948863248 0.03246999643913334
0.571356783919598 -0.003430742358843242 0.014894915019114894 0.0012972069183991436 0.020472742648009634 0.032078774065413734
0.5748743718592965 0.11471665350899538 0.012731180572071652 0.03978857013236682 0.02139098706237278 0.031864173175293053
0.578391959798995 -0.13739167884334288 0.01085486893892421 0.07399985325883003 0.022737856549357234 0.03177436930724157
0.5819095477386935 0.09386340075212761 0.009232211567919629 0.09273905929229966 0.024381064926598202 0.031757537999729565
0.585427135678392 0.05762672705585503 0.007832712219172953 0.08571428083810481 0.026189908197508754 0.03176367235528287
0.5889447236180905 0.01927935390442363 0.006628936373773005 0.05635892576183375 0.02805780885061985 0.03177048120535961
0.592462311557789 -0.1362847576787421 0.005596297436111342 0.018805342290534682 0.02989699607001103 0.03177727790745598
0.5959798994974874 -0.020464568702235755 0.004712843134746653 -0.012531104372236326 0.03162019652960032 0.031783947319369316
0.599497487437186 -0.15070841612157554 0.003959045004866113 -0.0232350490229231 0.03314013690330578 0.03179037429889694
0.6030150753768844 -0.20494760023359157 0.00331759334090337 -0.002192512388436346 0.03437481862550524 0.031795878880542465
0.606532663316583 0.3307477396580711 0.002773199546931128 0.041336654038982 0.03527479524026711 0.03179629540690898
0.6100502512562814 0.09939853939324485 0.0023124073892175283 0.0903282281528381 0.03580302574681532 0.031786129839890306
0.6135678391959799 0.18118269951228264 0.0019234142724542476 0.1277427036525202 0.035922493564561245 0.031759885526457594
0.6170854271356784 -0.04130542853103936 0.0015959033199451286 0.1365504309067363 0.0355962341970025 0.0317120704703468
0.6206030150753769 0.07094068469977775 0.0013208867386346817 0.10786912543827888 0.03483033501998492 0.03164104188256377
0.6241206030150753 0.07083218791913931 0.0010905606914463665 0.05571764597721565 0.03375189640869124 0.03155597657594336
0.6276381909547739 0.06104975304710603 0.0008981716803860534 -0.0018909897774271045 0.032509124460070385 0.03146793839617704
0.6311557788944724 0.001103843333473363 0.0007378942620264256 -0.04694376412661744 0.031250225271071436 0.03138799118895627
0.6346733668341709 -0.02222003604975934 0.0006047197696440879 -0.06173911277802829 0.030122201125925428 0.031327046711724524
0.6381909547738693 -0.20646687066610442 0.0004943556004406318 -0.04216566784375356 0.02921952622306122 0.03128938038687068
0.6417085427135678 0.06141754317942835 0.00040313453876260905 -0.0026751711211021323 0.028564925641963085 0.03127020293956649
0.6452261306532663 0.04267762356807816 0.0003279335237908846 0.04094418415801181 0.028175958882933175 0.031264072481935294
0.6487437185929649 0.11205477457464608 0.00026610122956188115 0.07290420476167463 0.028070185446273672 0.03126554712610044
0.6522613065326633 -0.027208815083080498 0.00021539380327209663 0.0786315412074653 0.028264311875619046 0.03126943239151274
0.6557788944723618 0.17435513694884086 0.00017391810161744383 0.05896919452954494 0.028764220706191453 0.03127367339321516
0.6592964824120603 -0.0446100058476197 0.0001400817716448792 0.02535713613661969 0.029568354210593395 0.03127837335762997
0.6628140703517588 -0.1254301722948955 0.0001125495396903461 -0.010556356021195243 0.030675008406854755 0.03128367793356073
0.6663316582914572 0.09390657222455417 9.02050971397533e-05 -0.03712300399378495 0.03208247931300539 0.031289732769810986
0.6698492462311558 -0.046762507952890275 7.211800293291562e-05 -0.04456885943581736 0.03376931818982417 0.031296604633137146
0.6733668341708543 -0.12541451565313733 5.751505814816415e-05 -0.033111661954912025 0.035608820822929 0.03130393978538658
0.6768844221105528 0.012528120284709184 4.575564612472922e-05 -0.006285230726271858 0.03743935040874979 0.03131124492963102
0.6804020100502512 0.07568652487636422 3.631057110898936e-05 0.032374428949104285 0.039099247114403345 0.03131802667693808
0.6839195979899497 0.024172706852451285 2.8743968282049334e-05 0.0793270313576038 0.04042695963246723 0.031323750269040676
0.6874371859296482 0.049765262789852514 2.269789737878965e-05 0.12958123090954685 0.04129772678670939 0.03131385674321134
0.6909547738693468 0.41088714165078694 1.787927026681372e-05 0.17458865913321353 0.04167697205877148 0.031239409219594054
0.6944723618090453 0.08212613653049736 1.4048799306193451e-05 0.20526589598015857 0.04154368461288749 0.031046299651496384
0.6979899497487437 0.15318704331938465 1.1011687689028286e-05 0.21252952140194123 0.040876853613291436 0.030680419992225892
0.7015075376884422 -0.1985759675642492 8.609815015322856e-06 0.18761987709672442 0.03965801811321212 0.030089699004291835
0.7050251256281407 0.036512066845038965 6.715200954896945e-06 0.13247343357643993 0.0379529579430407 0.029289355591237517
0.7085427135678392 0.07741342789738473 5.224556914828276e-06 0.06191717533822377 0.03592897629129558 0.028375703837785194
0.7120603015075377 -0.03644385440107883 4.054760187027378e-06 -0.008454477869577912 0.033759420527816164 0.027449885820838883
0.7155778894472362 -0.08759480865938665 3.139107152833232e-06 -0.06304710629861185 0.031617638022442066 0.026613043617302712
0.7190954773869347 0.03965444009054385 2.424221872978977e-06 -0.08769531629437972 0.029668432292450902 0.02595862987072248
0.7226130653266332 -0.031459876051670305 1.8675139228029925e-06 -0.08348870984237002 0.027985400379507416 0.025498011758984064
0.7261306532663316 -0.05937412319346627 1.43509479443351e-06 -0.06075039317388624 0.026586934105970298 0.025192871981945402
0.7296482412060301 0.11495115684753986 1.100075741607872e-06 -0.02993220146886394 0.025490655650339256 0.025004200563049382
0.7331658291457287 0.13355745801582775 8.411817555661969e-07 -0.0014859699072377747 0.02471418719111393 0.024892987525738833
0.7366834170854272 0.030263575244408668 6.416265987644413e-07 0.016264150456967573 0.02426457080973886 0.024824722164226376
0.7402010050251256 -0.04542229726896142 4.882026496080609e-07 0.024813536771334056 0.024100020117236737 0.024785658469735846
0.7437185929648241 0.051437442293426505 3.705468816454842e-07 0.028488449912969734 0.024164671905498352 0.02476803671325025
0.7472361809045226 0.08294612361210063 2.805507612309022e-07 0.031615416719498385 0.024402661643902375 0.024764097728161426
0.7507537688442211 0.06306240861504671 2.118873346805664e-07 0.03850468775763503 0.02475818270253092 0.02476609503329548
0.7542713567839197 -0.1453362753322646 1.5963341430493155e-07 0.05056994019717988 0.025185732632210227 0.024768539684945606
0.7577889447236181 -0.03380165776694699 1.199686757903625e-07 0.0630151524438056 0.02566189917436906 0.024770782467490038
0.7613065326633166 0.035913423116129634 8.993674917851208e-08 0.07024194302986764 0.02616612436066937 0.024772799510232837
0.7648241206030151 0.062222108702906294 6.725611300812415e-08 0.06665193048772106 0.0266778502227731 0.024774566942478066
0.7683417085427136 0.09607824465518917 5.0170866361428704e-08 0.046980571800917865 0.02717721910612355 0.024776062737811324
0.771859296482412 0.07583707205000403 3.733332706192409e-08 0.014573351447828009 0.027662435148898518 0.0247773124356825
0.7753768844221106 -0.11343182059111435 2.7711947487477073e-08 -0.018062383638532645 0.028150921900690903 0.024778392190003152
0.7788944723618091 -0.07074206823707317 2.051930551137425e-08 -0.03797494754660187 0.028661035028736515 0.024779380609423536
0.7824120603015076 -0.12214290135361422 1.5155962639453297e-08 -0.03221265436482093 0.029211130200271218 0.024780356302593898
0.785929648241206 0.1804476753247961 1.116682351223649e-08 0.008897257820165929 0.02981709059653708 0.024781387521814552
0.7894472361809045 0.018040988898468394 8.207313760881364e-09 0.06532638353265491 0.030472403112553073 0.024782448709439915
0.792964824120603 0.055316433433025995 6.017244779237261e-09 0.10124626437108303 0.031158640549086136 0.024783464403990988
0.7964824120603015 0.10330291099344001 4.400677866330948e-09 0.08068194642042312 0.0318572652413647 0.02478435868128856
0.8 -0.03290024025961452 3.2104561103712005e-09 -0.03234152423435749 0.03254973952461723 0.024785055617153412
